id:ID,:LABEL,preflabel,synonyms:IGNORE,description
Xenbase:XB-GENE-5998608,GENE,pld2,NA,None
FBbt:00004398PHENOTYPE,DISO,mesothoracic tarsal bristle longitudinal row 3 phenotype,NA,None
FBbt:00002906PHENOTYPE,DISO,abdominal 2 ventral monoscolopidial chordotonal organ vch1 phenotype,NA,None
HP:0100614,DISO,Myositis,NA,None
MP:0006269,DISO,abnormal mammary gland growth during pregnancy,NA,None
WBPhenotype:0002059,DISO,pore forming toxin hypersensitive,NA,None
NCBIGene:420425,GENE,CSRNP1,NA,None
WBPhenotype:0000135,DISO,gene expression level high,NA,None
:.well-known/genid/person-3196-2,GENO,affected female sister of proband with Calcium channel -  voltage-dependent -  l type -  alpha-1s subunit,NA,None
GO:0003094PHENOTYPE,PHYS,glomerular filtration phenotype,NA,None
MP:0003416,DISO,premature bone ossification,NA,None
FBbt:00001829PHENOTYPE,DISO,spiracular histoblast nest abdominal 3 phenotype,NA,None
HP:0002088,DISO,Abnormality of lung morphology,NA,None
NCBIGene:729201,GENE,SPACA5B,NA,None
MP:0000065,DISO,abnormal bone marrow cavity morphology,NA,None
HP:0001927,DISO,Acanthocytosis,NA,None
MP:0001463,DISO,abnormal spatial learning,NA,None
NCBIGene:100022113,GENE,RAD23B,NA,None
FBbt:00004233PHENOTYPE,DISO,Drosophila tertiary pigment cell phenotype,NA,None
MP:0005385,DISO,cardiovascular system phenotype,NA,None
HP:0011840,DISO,Abnormality of T cell physiology,NA,None
MP:0008515,DISO,thin retinal outer nuclear layer,NA,None
ClinVarVariant:381455,VARI,NM_018297.3(NGLY1):c.1722A>G (p.Gln574=),NA,None
WBPhenotype:0001010,DISO,clear,NA,None
WBPhenotype:0001014,DISO,pathogen resistance increased,NA,None
UBERON:0000331,ANAT,ileal mucosa,NA,None
GO:0071320,PHYS,cellular response to cAMP,NA,None
MP:0011724,DISO,ectopic cortical neuron,NA,None
HP:0003468,DISO,Abnormal vertebral morphology,NA,None
MP:0002998,DISO,abnormal bone remodeling,NA,None
RGD:1563657,GENE,Rimbp3,NA,None
MP:0008182,DISO,decreased marginal zone B cell number,NA,None
FBbt:00004980PHENOTYPE,DISO,dorsal hair phenotype,NA,None
ZP:0008933,DISO,abnormal(ly) arrested neural tube closure,NA,None
HP:0001660,DISO,Truncus arteriosus,NA,None
GO:0032526,PHYS,response to retinoic acid,NA,None
MP:0013154,DISO,increased KLRG1+ CD8 alpha beta T cell number,NA,None
GO:0072014,PHYS,proximal tubule development,NA,None
FBbt:00002924PHENOTYPE,DISO,abdominal 4 ventral denticle belt phenotype,NA,None
HP:0000581,DISO,Blepharophimosis,NA,None
FBbt:00015899PHENOTYPE,DISO,lateral longitudinal fascicle phenotype,NA,None
MP:0003447,DISO,decreased tumor growth/size,NA,None
ZP:0003102,DISO,abnormal(ly) increased variability of size pneumatic duct epithelial cell,NA,None
HP:0000921,DISO,Missing ribs,NA,None
WBPhenotype:0001942,DISO,rachis absent,NA,None
FBbt:00005326PHENOTYPE,DISO,stomodeal invagination phenotype,NA,None
MP:0008825,DISO,abnormal cardiac epithelial to mesenchymal transition,NA,None
MP:0005528,DISO,decreased renal glomerular filtration rate,NA,None
NCBIGene:100553217,GENE,efemp2,NA,None
FBbt:00001845PHENOTYPE,DISO,cephalopharyngeal skeleton phenotype,NA,None
NCBIGene:100156977,GENE,LOC100156977,NA,None
MP:0001929,DISO,abnormal gametogenesis,NA,None
FBbt:00001911PHENOTYPE,DISO,embryonic/larval nervous system phenotype,NA,None
FBbt:00001806PHENOTYPE,DISO,Drosophila anterior dorsal histoblast nest abdominal 7 phenotype,NA,None
ZP:0001279,DISO,abnormal(ly) deformed photoreceptor cell photoreceptor outer segment,NA,None
MP:0002062,DISO,abnormal associative learning,NA,None
UBERON:0003107,ANAT,Meckel's cartilage,NA,None
GO:0005635PHENOTYPE,PHYS,nuclear envelope phenotype,NA,None
MP:0005093,DISO,decreased B cell proliferation,NA,None
MP:0005387,DISO,immune system phenotype,NA,None
FBbt:00000459PHENOTYPE,DISO,Drosophila midgut constriction 2 phenotype,NA,None
HP:0000958,DISO,Dry skin,NA,None
ZP:0005863,DISO,abnormal(ly) disorganized spinal cord motor neuron,NA,None
WBPhenotype:0000876,DISO,organism osmotic stress response variant,NA,None
MP:0000550,DISO,abnormal forelimb morphology,NA,None
NCBIGene:531770,GENE,FAF1,NA,None
HP:0001159,DISO,Syndactyly,NA,None
HP:0040216,DISO,Hypoinsulinemia,NA,None
NCBIGene:707028,GENE,KIAA1958,NA,None
MP:0000129,DISO,ameloblast degeneration,NA,None
NCBIGene:100016177,GENE,EXOC4,NA,None
NCBIGene:693521,GENE,IKZF2,NA,None
ZP:0006840,DISO,abnormal(ly) rough lens,NA,None
GO:0002088PHENOTYPE,PHYS,lens development in camera-type eye phenotype,NA,None
MP:0008735,DISO,increased susceptibility to endotoxin shock,NA,None
NCBIGene:458716,GENE,GUCD1,NA,None
FBbt:00004893PHENOTYPE,DISO,Drosophila ovariole phenotype,NA,None
MP:0010454,DISO,abnormal truncus arteriosus septation,NA,None
GO:0071300,PHYS,cellular response to retinoic acid,NA,None
MP:0008143,DISO,abnormal dendrite morphology,NA,None
MP:0013435,DISO,"decreased CD8-positive, naive alpha-beta T cell number",NA,None
GO:0019725,PHYS,cellular homeostasis,NA,None
HP:0012285,DISO,Abnormal hypothalamus physiology,NA,None
FBcv:0000721,DISO,mating behavior defective,NA,None
WBPhenotype:0000531,DISO,organism development variant,NA,None
ZP:0004919,DISO,abnormal(ly) decreased occurrence angiogenesis,NA,None
GO:0030502PHENOTYPE,PHYS,negative regulation of bone mineralization phenotype,NA,None
MP:0000322,DISO,increased granulocyte number,NA,None
HP:0003076,DISO,Glycosuria,NA,None
AQTLTrait:1073,GENO,Calving ease,NA,None
ZP:0000583,DISO,abnormal(ly) curled caudal fin,NA,None
OMIM:603003,DISO,choledochal cyst,NA,None
MP:0003180,DISO,abnormal pulmonary endothelial cell surface,NA,None
HP:0040189,DISO,Scaling skin,NA,None
ZP:0000473,DISO,abnormal(ly) decreased length whole organism,NA,None
MP:0004090,DISO,abnormal sarcomere morphology,NA,None
MP:0000219,DISO,increased neutrophil cell number,NA,None
MP:0008439,DISO,abnormal cortical plate morphology,NA,None
ClinVarVariant:195339,VARI,NM_018297.3(NGLY1):c.132-14T>C,NA,None
MP:0002268,DISO,abnormal terminal bronchiole morphology,NA,None
NCBIGene:721877,GENE,EFEMP2,NA,None
HP:0000568,DISO,Microphthalmia,NA,None
FBbt:00000033PHENOTYPE,DISO,Drosophila telson phenotype,NA,None
MP:0000088,DISO,short mandible,NA,None
NCBIGene:100054631,GENE,MID2,NA,None
MP:0003921,DISO,abnormal heart left ventricle morphology,NA,None
FBbt:00002941PHENOTYPE,DISO,Drosophila abdominal 8 ventral denticle belt phenotype,NA,None
HP:0000963,DISO,Thin skin,NA,None
FBbt:00001828PHENOTYPE,DISO,spiracular histoblast nest abdominal 2 phenotype,NA,None
ZP:0011005,DISO,abnormal(ly) increased thickness neuron myelin sheath,NA,None
FBcv:0000426,DISO,decreased cell death,NA,None
ZP:0008128,DISO,abnormal(ly) disrupted synapse assembly,NA,None
NCBIGene:100562231,GENE,egfr,NA,None
MP:0002833,DISO,increased heart weight,NA,None
WBPhenotype:0000219,DISO,vulval cell induction reduced,NA,None
MP:0013511,DISO,increased CD4-negative NK T cell number,NA,None
ZP:0000759,DISO,abnormal(ly) aplastic midbrain hindbrain boundary,NA,None
HP:0004380,DISO,Aortic valve calcification,NA,None
MP:0008553,DISO,increased circulating tumor necrosis factor level,NA,None
HP:0003107,DISO,Abnormality of cholesterol metabolism,NA,None
MP:0002310,DISO,decreased susceptibility to hepatic steatosis,NA,None
ZP:0003105,DISO,abnormal(ly) absent otic vesicle protrusion,NA,None
WBPhenotype:0001903,DISO,centrosome biogenesis variant,NA,None
ZP:0006401,DISO,abnormal(ly) mislocalised pharyngeal arch cranial neural crest,NA,None
MP:0000812,DISO,abnormal dentate gyrus morphology,NA,None
GO:0016358PHENOTYPE,PHYS,dendrite development phenotype,NA,None
FBbt:00001704PHENOTYPE,DISO,embryonic/larval fat body phenotype,NA,None
FBbt:00000170PHENOTYPE,DISO,Drosophila embryonic metathoracic segment phenotype,NA,None
GO:0005911,PHYS,cell-cell junction,NA,None
HP:0001650,DISO,Aortic valve stenosis,NA,None
MP:0004255,DISO,abnormal spongiotrophoblast layer morphology,NA,None
FBbt:00002922PHENOTYPE,DISO,abdominal 2 ventral denticle belt phenotype,NA,None
MP:0009867,DISO,abnormal ascending aorta morphology,NA,None
FBbt:00004879PHENOTYPE,DISO,nurse cell ring canal phenotype,NA,None
Coriell:GM25389,GENO,NIGMS-GM25389,NA,None
MP:0011108,DISO,"embryonic lethality during organogenesis, incomplete penetrance",NA,None
GO:0032403,PHYS,protein complex binding,NA,None
HP:0025016,DISO,Abnormal capillary morphology,NA,None
GO:0000795PHENOTYPE,PHYS,synaptonemal complex phenotype,NA,None
ZP:0003352,DISO,abnormal(ly) disrupted notochord cell vacuolation,NA,None
GO:0006783,PHYS,heme biosynthetic process,NA,None
MP:0008074,DISO,"increased CD4-positive, alpha beta T cell number",NA,None
MP:0008893,DISO,detached sperm flagellum,NA,None
MP:0010851,DISO,"decreased effector memory CD8-positive, alpha-beta T cell number",NA,None
ZFIN:ZDB-GENE-060503-491,GENE,capn1b,NA,None
WBPhenotype:0000823,DISO,germline proliferation variant,NA,None
MP:0002981,DISO,increased liver weight,NA,None
FBbt:00004650PHENOTYPE,DISO,tarsal segment 3 phenotype,NA,None
FBbt:00005103PHENOTYPE,DISO,commissure phenotype,NA,None
NCBIGene:473223,GENE,CA9,NA,None
MP:0012361,DISO,decreased large unstained cell number,NA,None
MP:0001182,DISO,lung hemorrhage,NA,None
MP:0010301,DISO,increased stomach tumor incidence,NA,None
NCBIGene:840805,GENE,AT1G41920,NA,None
FBbt:00001453PHENOTYPE,DISO,RP2 motor neuron phenotype,NA,None
MP:0001239,DISO,abnormal epidermis stratum granulosum morphology,NA,None
ZP:0000212,DISO,abnormal(ly) viability whole organism,NA,None
HP:0011113,DISO,Abnormality of cytokine secretion,NA,None
NCBIGene:461843,GENE,TRIM23,NA,None
FBbt:00000266PHENOTYPE,DISO,embryonic/larval dorsal branch 1 phenotype,NA,None
GO:0090650,PHYS,cellular response to oxygen-glucose deprivation,NA,None
MP:0013278,DISO,decreased fasted circulating glucose level,NA,None
MP:0002784,DISO,abnormal Sertoli cell morphology,NA,None
MP:0009347,DISO,increased trabecular bone thickness,NA,None
WBPhenotype:0001090,DISO,thermotolerance reduced,NA,None
MP:0011443,DISO,abnormal renal water transport,NA,None
GO:0030018PHENOTYPE,PHYS,Z disc phenotype,NA,None
FBbt:00005384PHENOTYPE,DISO,hindgut phenotype,NA,None
FBbt:00000407PHENOTYPE,DISO,embryonic/larval anterior spiracle phenotype,NA,None
WBPhenotype:0000030,DISO,growth variant,NA,None
MP:0001825,DISO,arrested T cell differentiation,NA,None
HP:0001402,DISO,Hepatocellular carcinoma,NA,None
NCBIGene:699826,GENE,TRIM54,NA,None
MP:0000208,DISO,decreased hematocrit,NA,None
NCBIGene:100025120,GENE,PHF12,NA,None
WBPhenotype:0000033,DISO,developmental timing variant,NA,None
FBbt:00002037PHENOTYPE,DISO,Drosophila segmental nerve phenotype,NA,None
HP:0002849,DISO,Absence of lymph node germinal center,NA,None
FBbt:00004522PHENOTYPE,DISO,labrum phenotype,NA,None
FBbt:00004511PHENOTYPE,DISO,Drosophila antenna phenotype,NA,None
MGI:3655809,GENE,Aqp1<tm1Ask>/Aqp1<tm1Ask> [involves: C57BL/6J * CD-1],NA,None
NCBIGene:540564,GENE,RAD23A,NA,None
MP:0002113,DISO,abnormal skeleton development,NA,None
Coriell:GM25344,GENO,NIGMS-GM25344,NA,None
HP:0011224,DISO,Ablepharon,NA,None
GO:0001889PHENOTYPE,PHYS,liver development phenotype,NA,None
FBcv:0000679,DISO,circadian behavior defective,NA,None
GO:0008104PHENOTYPE,PHYS,protein localization phenotype,NA,None
FBcv:0000355,DISO,eye color defective,NA,None
UBERON:0001976,ANAT,epithelium of esophagus,NA,None
MP:0013522,DISO,decreased memory-marker CD4-positive NK T cell number,NA,None
MP:0000358,DISO,abnormal cell morphology,NA,None
ZP:0000574,DISO,abnormal(ly) disrupted central nervous system development,NA,None
MP:0001932,DISO,abnormal spermiogenesis,NA,None
MP:0001412,DISO,excessive scratching,NA,None
WBPhenotype:0000006,DISO,egg laying defective,NA,None
NCBIGene:697351,GENE,SRPK2,NA,None
FBcv:0000449,DISO,planar polarity defective,NA,None
MP:0005169,DISO,abnormal male meiosis,NA,None
FBbt:00004115PHENOTYPE,DISO,Drosophila head bristle phenotype,NA,None
FBbt:00001055PHENOTYPE,DISO,presumptive embryonic/larval nervous system phenotype,NA,None
ClinVarVariant:421762,VARI,NM_018297.3(NGLY1):c.882-14dupT,NA,None
FBbt:00005807PHENOTYPE,DISO,Drosophila dorsal pouch phenotype,NA,None
MP:0002929,DISO,abnormal bile duct development,NA,None
MP:0009431,DISO,decreased fetal weight,NA,None
MP:0012105,DISO,delayed gastrulation,NA,None
MP:0000929,DISO,open neural tube,NA,None
MP:0003850,DISO,abnormal thymocyte activation,NA,None
HP:0000798,DISO,Oligospermia,NA,None
HP:0000902,DISO,Rib fusion,NA,None
MP:0008418,DISO,abnormal cutaneous elastic fiber morphology,NA,None
HP:0012648,DISO,Decreased inflammatory response,NA,None
HP:0012020,DISO,Right aortic arch,NA,None
ZP:0000586,DISO,abnormal(ly) decreased length whole organism anterior-posterior axis,NA,None
FBbt:00001851PHENOTYPE,DISO,Drosophila lateral process phenotype,NA,None
FBbt:00001388PHENOTYPE,DISO,Drosophila neuroblast NB3-2 phenotype,NA,None
WBPhenotype:0001379,DISO,organism toxic chemical response variant,NA,None
GO:0045453PHENOTYPE,PHYS,bone resorption phenotype,NA,None
NCBIGene:100062976,GENE,CCDC36,NA,None
GO:0007283PHENOTYPE,PHYS,spermatogenesis phenotype,NA,None
WBPhenotype:0001132,DISO,ectopic cleavage furrows early emb,NA,None
MP:0012106,DISO,impaired exercise endurance,NA,None
MP:0010954,DISO,abnormal cellular respiration,NA,None
MP:0002580,DISO,duodenal lesions,NA,None
GO:0001940PHENOTYPE,PHYS,male pronucleus phenotype,NA,None
MP:0004150,DISO,absent caveolae,NA,None
ZP:0009366,DISO,abnormal(ly) has extra parts of type spinal cord dorsal region towards glioblast (sensu Vertebrata),NA,None
FBbt:00001251PHENOTYPE,DISO,Drosophila embryonic/larval glial cell phenotype,NA,None
MP:0004215,DISO,abnormal myocardial fiber physiology,NA,None
MP:0010053,DISO,decreased grip strength,NA,None
GO:0060038PHENOTYPE,PHYS,cardiac muscle cell proliferation phenotype,NA,None
NCBIGene:463670,GENE,CAV1,NA,None
ZP:0000050,DISO,abnormal(ly) decreased size optic tectum,NA,None
MP:0008874,DISO,decreased physiological sensitivity to xenobiotic,NA,None
HP:0100598,DISO,Pulmonary edema,NA,None
ZP:0002188,DISO,abnormal(ly) deformed somite,NA,None
MP:0004756,DISO,abnormal proximal convoluted tubule morphology,NA,None
MP:0000352,DISO,decreased cell proliferation,NA,None
HP:0009121,DISO,Abnormal axial skeleton morphology,NA,None
GO:0043393PHENOTYPE,PHYS,regulation of protein binding phenotype,NA,None
MP:0006104,DISO,abnormal tectum morphology,NA,None
MMRRC:042663,GENO,C57BL/6J-MtgxR5074Btlr,NA,None
FBcv:0000357,DISO,size defective,NA,None
FBbt:00001454PHENOTYPE,DISO,Drosophila RP2sib neuron phenotype,NA,None
FBbt:00004013PHENOTYPE,DISO,Drosophila subesophageal ganglion phenotype,NA,None
MP:0000448,DISO,pointed snout,NA,None
NCBIGene:820932,GENE,PLDP1,NA,None
HP:0002239,DISO,Gastrointestinal hemorrhage,NA,None
MP:0010024,DISO,increased total body fat amount,NA,None
MP:0011014,DISO,decreased core body temperature,NA,None
NCBIGene:100059968,GENE,RAD23B,NA,None
WBPhenotype:0002094,DISO,RAB-11 recycling endosome morphology variant,NA,None
NCBIGene:100515408,GENE,SHPK,NA,None
GO:0045177,PHYS,apical part of cell,NA,None
NCBIGene:822767,GENE,bZIP42,NA,None
:.well-known/genid/MGI102702-VLU-MGI103201-VLU-MGI104576-VLU-MGI104697-VLU-MGI104960-VLU-MGI105370-VLU-MGI105959-VLU-MGI107560-VLU-MGI107690-VLU-MGI107726-VLU-MGI108559-VLU-MGI1095407-VLU-MGI1096573-VLU-MGI1098550-VLU-MGI1196391-VLU-MGI1276116-VLU-MGI1277238-VLU-MGI1316658-VLU-MGI1330860-VLU-MGI1336167-VLU-MGI1338871-VLU-MGI1342290-VLU-MGI1343180-VLU-MGI1353576-VLU-MGI1858414-VLU-MGI1889341-VLU-MGI1891717-VLU-MGI1891830-VLU-MGI1913429-VLU-MGI1913855-VLU-MGI1914080-VLU-MGI1914269-VLU-MGI1914324-VLU-MGI1915134-VLU-MGI1915467-VLU-MGI1917452-VLU-MGI1917695-VLU-MGI1918180-VLU-MGI1918195-VLU-MGI1918940-VLU-MGI1919174-VLU-MGI1919318-VLU-MGI1919429-VLU-MGI1919830-VLU-MGI1921337-VLU-MGI1921426-VLU-MGI1922567-VLU-MGI1923017-VLU-MGI1923691-VLU-MGI1924303-VLU-MGI1928760-VLU-MGI1929237-VLU-MGI1931256-VLU-MGI1933210-VLU-MGI1933532-VLU-MGI2139806-VLU-MGI2178429-VLU-MGI2183752-VLU-MGI2385848-VLU-MGI2442032-VLU-MGI2443052-VLU-MGI2443331-VLU-MGI2444148-VLU-MGI2445210-VLU-MGI2447811-VLU-MGI2667778-VLU-MGI2675387-VLU-MGI2681865-VLU-MGI2684953-VLU-MGI2685175-VLU-MGI3030601-VLU-MGI3030938-VLU-MGI3588222-VLU-MGI4834570-VLU-MGI88075-VLU-MGI88353-VLU-MGI894323-VLU-MGI95931-VLU-MGI96955-VLU-MGI98881-VLU-GENO0000649-MMRRC038430,GENO,Lilr4b<?>/?; Aqp1<?>/?; Lct<?>/?; Muc5ac<?>/?; Tnfaip2<?>/?; Bst1<?>/?; Cox8a<?>/?; Sema4a<?>/?; Zfp462<?>/?; Supt6<?>/?; Macf1<?>/?; Bmpr2<?>/?; Utp4<?>/?; Ficd<?>/?; Pole<?>/?; Ep300<?>/?; Cfap44<?>/?; Cyba<?>/?; Chil3<?>/?; Prkab1<?>/?; Btrc<?>/?; Rps6ka2<?>/?; Vgf<?>/?; Pik3cg<?>/?; Ngef<?>/?; Hacd3<?>/?; Rnf130<?>/?; Pkp3<?>/?; Ogfod3<?>/?; 1700017N19Rik<?>/?; Nacc1<?>/?; Actr6<?>/?; Mon2<?>/?; 1810043G02Rik<?>/?; Prrc2a<?>/?; Ctsll3<?>/?; Cd248<?>/?; Nol8<?>/?; Mmrn1<?>/?; Esm1<?>/?; Tube1<?>/?; Cnot2<?>/?; Fbxl2<?>/?; Zufsp<?>/?; Slc7a13<?>/?; Tgm5<?>/?; Parpbp<?>/?; Rab11fip1<?>/?; Daam2<?>/?; Sun1<?>/?; Ruvbl1<?>/?; Pus1<?>/?; Cubn<?>/?; Tm6sf2<?>/?; Slc12a9<?>/?; Spg20<?>/?; Zfp366<?>/?; Tubgcp3<?>/?; Bcas3<?>/?; Daglb<?>/?; Cpne9<?>/?; Rims3<?>/?; Phf20<?>/?; Cyp4f39<?>/?; Aldoart1<?>/?; Serpinb6e<?>/?; Nanos3<?>/?; Zfat<?>/?; Dnah7b<?>/?; Asxl3<?>/?; Olfr767<?>/?; Olfr1104<?>/?; 4931408C20Rik<?>/?; Zfp955a<?>/?; Arsb<?>/?; Cdk11b<?>/?; Ranbp2<?>/?; H2-Q2<?>/?; Slc3a2<?>/?; Tyrp1<?>/? [n.s.],NA,None
HP:0006266,DISO,Small placenta,NA,None
GO:0030104,PHYS,water homeostasis,NA,None
FBbt:00000124PHENOTYPE,DISO,epithelial cell phenotype,NA,None
GO:0072488,PHYS,ammonium transmembrane transport,NA,None
MP:0008560,DISO,increased tumor necrosis factor secretion,NA,None
Coriell:GM25990,GENO,NIGMS-GM25990,NA,None
OMIM:610661.0005,DISO,"NGLY1, ARG542TER",NA,None
GO:0046903PHENOTYPE,PHYS,secretion phenotype,NA,None
ZP:0004428,DISO,abnormal(ly) increased size telencephalon,NA,None
MP:0002887,DISO,decreased susceptibility to pharmacologically induced seizures,NA,None
HP:0012184,DISO,Increased circulating high-density lipoprotein levels,NA,None
HP:0002732,DISO,Lymph node hypoplasia,NA,None
MP:0004181,DISO,abnormal carotid artery morphology,NA,None
HP:0040302,DISO,Hyperglycerolemia,NA,None
MP:0000396,DISO,increased curvature of hairs,NA,None
WBPhenotype:0000274,DISO,dead eggs laid,NA,None
MP:0004200,DISO,decreased fetal size,NA,None
MP:0002066,DISO,abnormal motor capabilities/coordination/movement,NA,None
MP:0009764,DISO,decreased sensitivity to induced morbidity/mortality,NA,None
MP:0002223,DISO,lymphoid hypoplasia,NA,None
FBcv:0000416,DISO,uncoordinated,NA,None
MP:0006380,DISO,abnormal spermatid morphology,NA,None
NCBIGene:717979,GENE,RAD23A,NA,None
FBbt:00004993PHENOTYPE,DISO,epidermis phenotype,NA,None
MP:0008034,DISO,enhanced lipolysis,NA,None
MP:0004148,DISO,increased compact bone thickness,NA,None
MP:0009122,DISO,decreased white fat cell lipid droplet size,NA,None
MP:0000267,DISO,abnormal heart development,NA,None
ZP:0000625,DISO,abnormal(ly) structure notochord,NA,None
FBbt:00001819PHENOTYPE,DISO,ventral histoblast nest abdominal 1 phenotype,NA,None
ZP:0001273,DISO,abnormal(ly) decreased thickness retinal photoreceptor layer,NA,None
MP:0009761,DISO,abnormal meiotic spindle morphology,NA,None
MP:0008641,DISO,increased circulating interleukin-1 beta level,NA,None
MP:0004566,DISO,myocardial fiber degeneration,NA,None
MP:0011089,DISO,"perinatal lethality, complete penetrance",NA,None
GO:0005819PHENOTYPE,PHYS,spindle phenotype,NA,None
NCBIGene:452616,GENE,SPRY2,NA,None
GO:0030900PHENOTYPE,PHYS,forebrain development phenotype,NA,None
ZP:0005134,DISO,abnormal(ly) decreased length ethmoid cartilage,NA,None
FBbt:00004888PHENOTYPE,DISO,oocyte nucleus phenotype,NA,None
ZP:0005097,DISO,abnormal(ly) open mouth,NA,None
FBbt:00003693PHENOTYPE,DISO,mushroom body beta-lobe phenotype,NA,None
ZP:0012156,DISO,abnormal(ly) morphology diencephalon cell junction,NA,None
FBcv:0002001,DISO,lethal - all die before end of first instar larval stage,NA,None
FBbt:00005063PHENOTYPE,DISO,Drosophila hemocyte phenotype,NA,None
MP:0020039,DISO,increased bone ossification,NA,None
WBPhenotype:0001949,DISO,diakinesis region organization variant,NA,None
AQTLTrait:1050,GENO,Body weight (400 days),NA,None
FBbt:00001996PHENOTYPE,DISO,transverse nerve phenotype,NA,None
MP:0004129,DISO,abnormal respiratory quotient,NA,None
FBbt:00004884PHENOTYPE,DISO,Drosophila nurse cell fusome phenotype,NA,None
FBcv:0000350,DISO,partially lethal - majority live,NA,None
:.well-known/genid/person-GM25990,GENO,affected female proband with Congenital disorder of deglycosylation,NA,None
MP:0011704,DISO,decreased fibroblast proliferation,NA,None
:.well-known/genid/NCBITaxon6239-with-_WBGene00010160-unspecified,GENO,some variant of png-1 worm,NA,None
GO:0003091,PHYS,renal water homeostasis,NA,None
ZP:0005758,DISO,abnormal(ly) morphology subintestinal vein,NA,None
NCBIGene:788142,GENE,LOC788142,NA,None
MP:0009801,DISO,abnormal hair cortex keratinization,NA,None
